Date,Open,High,Low,Close,TD Reference Close Up,TD Reference Close Down
07/12/17 11:00,141.21,141.25,141.16,141.16,141.34,
07/12/17 10:30,141.27,141.27,141.27,141.27,,
07/12/17 10:00,141.21,141.24,141.21,141.24,,
07/12/17 09:00,141.36,141.36,141.34,141.34,,
07/12/17 08:30,141.29,141.34,141.29,141.34,,
07/12/17 08:00,141.39,141.42,141.39,141.4,,
07/12/17 07:30,141.3,141.33,141.3,141.33,,
07/12/17 07:00,141.32,141.32,141.25,141.25,,
06/12/17 17:30,141.25,141.3,141.25,141.27,,
06/12/17 17:00,141.21,141.32,141.21,141.27,,
06/12/17 16:30,141.18,141.26,141.17,141.21,,
06/12/17 16:00,141.33,141.33,141.12,141.19,,
06/12/17 15:30,141.39,141.41,141.31,141.32,,141.37
06/12/17 15:00,141.53,141.57,141.33,141.39,,141.37
06/12/17 14:30,141.44,141.58,141.41,141.53,141.46,
06/12/17 14:00,141.42,141.46,141.38,141.43,141.46,
06/12/17 13:30,141.46,141.49,141.4,141.42,,
06/12/17 13:00,141.36,141.49,141.36,141.46,,
06/12/17 12:30,141.32,141.41,141.31,141.37,,
06/12/17 12:00,141.43,141.43,141.28,141.33,,
06/12/17 11:30,141.4,141.46,141.39,141.44,,
06/12/17 11:00,141.5,141.53,141.41,141.43,,
06/12/17 10:30,141.69,141.7,141.47,141.47,,141.54
06/12/17 10:00,141.73,141.77,141.67,141.69,,
06/12/17 09:30,141.61,141.74,141.59,141.73,,
06/12/17 09:00,141.57,141.7,141.53,141.61,,
06/12/17 08:30,141.54,141.6,141.5,141.59,,
06/12/17 08:00,141.52,141.57,141.44,141.54,141.53,
06/12/17 07:30,141.5,141.66,141.48,141.53,,
06/12/17 07:00,141.45,141.59,141.35,141.49,,141.37
05/12/17 17:30,141.41,141.44,141.37,141.37,,
05/12/17 17:00,141.39,141.43,141.38,141.41,,
05/12/17 16:30,141.37,141.42,141.35,141.39,,
05/12/17 16:00,141.33,141.39,141.3,141.38,141.37,
05/12/17 15:30,141.35,141.39,141.29,141.33,141.37,
05/12/17 15:00,141.32,141.45,141.25,141.35,141.37,141.28
05/12/17 14:30,141.32,141.39,141.26,141.32,,141.26
05/12/17 14:00,141.37,141.38,141.26,141.32,,
05/12/17 13:30,141.28,141.38,141.24,141.37,,141.25
05/12/17 13:00,141.26,141.28,141.22,141.28,141.27,141.24
05/12/17 12:30,141.25,141.29,141.25,141.26,,
05/12/17 12:00,141.27,141.27,141.23,141.25,,
05/12/17 11:30,141.24,141.29,141.16,141.27,,
05/12/17 11:00,141.36,141.36,141.21,141.24,,
05/12/17 10:30,141.36,141.42,141.33,141.36,,
05/12/17 10:00,141.42,141.45,141.35,141.35,141.45,141.36
05/12/17 09:30,141.42,141.42,141.37,141.42,,
05/12/17 09:00,141.46,141.46,141.35,141.42,,
05/12/17 08:30,141.35,141.46,141.34,141.45,,
05/12/17 08:00,141.35,141.37,141.29,141.36,,
05/12/17 07:30,141.24,141.36,141.2,141.36,141.32,141.2
05/12/17 07:00,141.2,141.34,141.19,141.24,141.32,
04/12/17 17:30,141.32,141.34,141.2,141.2,,
04/12/17 17:00,141.28,141.34,141.28,141.32,,
04/12/17 16:30,141.32,141.34,141.28,141.29,,
04/12/17 16:00,141.28,141.34,141.24,141.32,,
04/12/17 15:30,141.23,141.29,141.18,141.28,141.27,
04/12/17 15:00,141.18,141.27,141.13,141.23,141.27,
04/12/17 14:30,141.03,141.19,141.02,141.18,,
04/12/17 14:00,141.07,141.11,141.02,141.04,,
04/12/17 13:30,141.09,141.12,141.01,141.07,,
04/12/17 13:00,141.02,141.13,141.02,141.1,,
04/12/17 12:30,141.18,141.19,140.99,141.03,,
04/12/17 12:00,141.27,141.28,141.18,141.18,,141.19
04/12/17 11:30,141.21,141.29,141.19,141.27,141.24,141.19
04/12/17 11:00,141.2,141.29,141.17,141.22,141.24,141.19
04/12/17 10:30,141.25,141.27,141.14,141.19,,
04/12/17 10:00,141.25,141.32,141.18,141.24,,
04/12/17 09:30,141.21,141.34,141.17,141.24,,
04/12/17 09:00,141.21,141.25,141.17,141.21,,
04/12/17 08:30,141.21,141.22,141.11,141.21,,
